YardiResidentDto,YardiResidentDto.PropertyId,YardiResidentDto.UnitCode,YardiResidentDto.ResidentNum,YardiResidentDto.PrimaryResidentNumber,YardiResidentDto.FirstName,YardiResidentDto.LastName,YardiResidentDto.Email,YardiResidentDto.CellPhone,YardiResidentDto.HomePhone,YardiResidentDto.OfficePhone,YardiResidentDto.Mobile1,YardiResidentDto.Mobile2,YardiResidentDto.Status,YardiResidentDto.LeaseFromDate,YardiResidentDto.LeaseToDate,YardiResidentDto.MoveInDate,YardiResidentDto.MoveOutDate,YardiResidentDto.NoticeDate,YardiResidentDto.AvailableDate
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068457,t0121850,Rayy,Gim,rayygim@mail.com,"","","","","",Past,9/3/2024,9/2/2025,9/3/2024,9/3/2024,9/3/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121852,t0121852,Rayy,Gim,rayygim@mail.com,"","","","","",Past,9/3/2024,9/2/2025,9/3/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068458,t0121852,Huou,Gim,huougim@mail.com,"","","","","",Past,9/3/2024,9/2/2025,9/3/2024,9/3/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068460,t0121852,Newt,Gim,newtgim@mail.com,"","",0909090909,"","",Past,9/3/2024,9/2/2025,9/3/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121939,t0121939,Yoga,Gim,yogagim@mail.com,"","","","","",Past,9/3/2024,9/2/2025,9/3/2024,9/3/2024,9/3/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068484,t0121939,Roma,Gim,romagim@mail.com,"","","","","",Past,9/3/2024,9/2/2025,9/3/2024,9/3/2024,9/3/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121944,t0121944,Roma,Gim,romagim@mail.com,"","","","","",Past,9/3/2024,9/2/2025,9/3/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068485,t0121944,Yoga,Gim,yogagim@mail.com,"","","","","",Past,9/3/2024,9/2/2025,9/3/2024,9/3/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0122252,t0122252,Vase,Gim,"","","","","","",Past,9/7/2024,9/6/2025,9/7/2024,9/9/2024,9/9/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068569,t0122252,Lynn,Gim,lynngim@mail.com,"",9218297364,"","","",Past,9/7/2024,9/6/2025,9/7/2024,9/9/2024,9/9/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0122319,t0122319,Lynn,Gim,lynngim@mail.com,8888888888,"","","","",Past,9/7/2024,9/6/2025,9/7/2024,9/10/2024,9/10/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068570,t0122319,Vase,Gim,"","","","","","",Past,9/7/2024,9/6/2025,9/7/2024,9/9/2024,9/10/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068659,t0122319,Yong,Gim,yonggim@mail.com,"","","","","",Past,9/7/2024,9/6/2025,9/7/2024,9/10/2024,9/10/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0122765,t0122765,Yong,Gim,yonggim@mail.com,"","","","","",Past,9/7/2024,9/6/2025,9/7/2024,9/17/2024,9/17/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068660,t0122765,Lynn,Gim,lynngim@mail.com,"","","","","",Past,9/7/2024,9/6/2025,9/7/2024,9/10/2024,9/17/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0122953,t0122953,Yelah,Jum,yelahjum@gmail.com,"","","","","",Past,10/10/2024,10/9/2025,10/10/2024,10/11/2024,10/11/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068703,t0122953,Wahah,Jum,wahahjum@mail.com,"","","","","",Past,10/10/2024,10/9/2025,10/10/2024,10/11/2024,10/11/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068704,t0122953,Wahah2,Jum,wahahjum2@mail.com,"","","","","",Past,10/10/2024,10/9/2025,10/10/2024,10/11/2024,10/11/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0124963,t0124963,Wahah,Jum,wahahjum@mail.com,"","","","","",Past,10/10/2024,10/9/2025,10/10/2024,10/11/2024,10/11/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0069086,t0124963,Wahah2,Jum,wahahjum2@mail.com,"","","","","",Past,10/10/2024,10/9/2025,10/10/2024,10/11/2024,10/11/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0069087,t0124963,Yelah,Jum,yelahjum@gmail.com,"","","","","",Past,10/10/2024,10/9/2025,10/10/2024,10/11/2024,10/11/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0069088,t0124963,Beng,Jum,bengjum@mail.com,"","","","","",Past,10/10/2024,10/9/2025,10/10/2024,10/11/2024,10/11/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0124967,t0124967,Beng,Jum,bengjum@mail.com,"","","","","",Past,10/10/2024,10/9/2025,10/10/2024,10/17/2024,10/17/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0069092,t0124967,Wahah,Jum,wahahjum@mail.com,"","","","","",Past,10/10/2024,10/9/2025,10/10/2024,10/11/2024,10/17/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0124969,t0124969,Weendy,Yo,"",7777777777,9999999999,1111111111,"","",Past,11/1/2024,10/31/2025,10/19/2024,10/21/2024,10/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0126153,t0126153,Bowie,Jum,bowiejum@mail.com,"","","","","",Past,10/26/2024,10/25/2025,10/26/2024,10/26/2024,10/26/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0069310,t0126153,"the rooma",Jum,romma2438@mail.com,"","","","","",Past,10/26/2024,10/25/2025,10/26/2024,10/26/2024,10/26/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0126857,t0126857,"the prime",Jum,theprimejum12@gmail.com,"","","","","",Past,10/30/2024,10/29/2025,10/30/2024,10/31/2024,10/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0069393,t0126857,theroom,Jum,theroom12@mail.com,"","","","","",Past,10/30/2024,10/29/2025,10/30/2024,10/31/2024,10/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0127655,t0127655,"the prime2",Jum,"","","","","","",Past,11/1/2024,10/31/2025,11/1/2024,11/2/2024,11/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0069502,t0127655,theroom2,Jum,"","","","","","",Past,11/1/2024,10/31/2025,11/1/2024,11/2/2024,11/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0128448,t0128448,cc3,cc3,"","","","","","",Past,11/20/2024,11/19/2025,11/20/2024,11/20/2024,11/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0129086,t0129086,hotfix122,Jum,delijum12@gmail.com,"","","","","",Past,11/20/2024,11/19/2025,11/20/2024,11/24/2024,11/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0069668,t0129086,roommate2311,"",roommate2311@mail.com,"","","","","",Past,11/20/2024,11/19/2025,11/20/2024,11/24/2024,11/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0119441,t0119441,Coffee,Chi,"","","","","","",Past,8/1/2024,7/31/2025,8/1/2024,8/3/2024,8/3/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0067508,t0119441,Luong,Chi,"","","","","","",Past,8/1/2024,7/31/2025,8/1/2024,8/3/2024,8/3/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0119453,t0119453,Coffee,Chi,"","","","","","",Past,8/3/2024,8/2/2025,8/3/2024,8/3/2024,8/3/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0067516,t0119453,Jasmine,Chi,jasminechi@mail.com,"","","","","",Past,8/3/2024,8/2/2025,8/3/2024,8/3/2024,8/3/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0119554,t0119554,Berry,Chi,berrychi@mail.com,"","","","","",Past,8/5/2024,8/4/2025,8/5/2024,8/6/2024,8/6/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0067541,t0119554,Pumkin,Chi,pumkinchi@mail.com,"","","","","",Past,8/5/2024,8/4/2025,8/5/2024,8/6/2024,8/6/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0119556,t0119556,Berry,Chi,berrychi@mail.com,"","","","","",Past,8/6/2024,8/5/2025,8/6/2024,8/6/2024,8/6/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0067540,t0119556,Pumkin,Chi,pumkinchi@mail.com,"","","","","",Past,8/6/2024,8/5/2025,8/6/2024,8/6/2024,8/6/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0119913,t0119913,Cherry,Chi,"","","","","","",Past,8/6/2024,8/5/2025,8/6/2024,8/6/2024,8/6/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0120034,t0120034,Cherry,Chi,"","","","","","",Past,8/7/2024,8/6/2025,8/7/2024,8/10/2024,8/10/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0120036,t0120036,Cherry,Chi,"","","","","","",Past,8/11/2024,8/10/2025,8/11/2024,8/11/2024,8/11/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0067703,t0120036,Bubble,Chi,bubblechi@mail.com,"","","","","",Past,8/11/2024,8/10/2025,8/11/2024,8/11/2024,8/11/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0120038,t0120038,Cherry,Chi,"","","","","","",Past,8/12/2024,8/11/2025,8/12/2024,8/12/2024,8/12/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0120318,t0120318,Peanut,Chi,peanutchi@tmail.com,"","","","","",Past,8/14/2024,8/13/2025,8/14/2024,8/19/2024,8/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0067803,t0120318,Walnuts,Chi,walnuts@mail.com,"","","","","",Past,8/14/2024,8/13/2025,8/14/2024,8/19/2024,8/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0067885,t0120318,Almond,Chi,almondchi@mail.com,"","","","","",Past,8/14/2024,8/13/2025,8/14/2024,8/19/2024,8/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0120597,t0120597,Walnuts,Chi,walnuts@mail.com,8888888888,2222222222,1111111111,"","",Past,8/14/2024,8/13/2025,8/14/2024,8/19/2024,8/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0067886,t0120597,Almond,Chi,almondchi@mail.com,7777777777,1212121212,0909090909,"","",Past,8/14/2024,8/13/2025,8/14/2024,8/19/2024,8/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0067887,t0120597,Peanut,Chi,peanutchi@tmail.com,"","","","","",Past,8/14/2024,8/13/2025,8/14/2024,8/19/2024,8/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068094,t0120597,Hazelnuts,Chi,hazelnutschi@mail.com,"",1212121212,3333333333,"","",Past,8/14/2024,8/13/2025,8/20/2024,8/19/2024,8/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0120946,t0120946,Almond,Chi,almondchi@mail.com,3444444434,1212121212,0909090909,"","",Past,8/14/2024,8/13/2025,8/14/2024,8/19/2024,8/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068095,t0120946,Hazelnuts,Chi,hazelnutschi@mail.com,"","","","","",Past,8/14/2024,8/13/2025,8/14/2024,8/19/2024,8/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068096,t0120946,Walnuts,Chi,walnuts@mail.com,6666666666,2222222222,1111111111,"","",Past,8/14/2024,8/13/2025,8/14/2024,8/19/2024,8/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0120948,t0120948,Hazelnuts,Chi,hazelnutschi@mail.com,"","","","","",Past,8/14/2024,8/13/2025,8/14/2024,8/19/2024,8/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068097,t0120948,Almond,Chi,almondchi@mail.com,7777777777,1212121212,0909090909,"","",Past,8/14/2024,8/13/2025,8/14/2024,8/19/2024,8/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0120947,t0120947,Hazelnuts,Chi,hazelnutschi@mail.com,"","","","","",Past,8/20/2024,8/19/2025,8/20/2024,8/20/2024,8/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068135,t0120947,Cashew,Chi,cashewchi@mail.com,"","","","","",Past,8/20/2024,8/19/2025,8/20/2024,8/20/2024,8/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121039,t0121039,Spring,Chi,springchi@mail.com,"","","","","",Past,8/20/2024,8/19/2025,8/20/2024,8/20/2024,8/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068137,t0121039,Bloss,Chi,blosschi@mail.com,"","","","","",Past,8/20/2024,8/19/2025,8/20/2024,8/20/2024,8/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121044,t0121044,Bloss,Chi,blosschi@mail.com,"","","","","",Past,8/20/2024,8/19/2025,8/20/2024,8/19/2024,8/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068139,t0121044,Spring,Chi,springchi@mail.com,"","","","","",Past,8/20/2024,8/19/2025,8/20/2024,8/20/2024,8/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121114,t0121114,Bloss,Chi,blosschi@mail.com,"","","","","",Past,8/20/2024,8/19/2025,8/20/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068184,t0121114,Pine,Chi,pinechi@mail.com,"","","","","",Past,8/20/2024,8/19/2025,8/20/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121118,t0121118,Winter,Chi,winterchi@mail.com,"","","","","",Past,8/20/2024,8/19/2025,8/21/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068186,t0121118,Snow,Chi,snowchi@mail.com,"","","","","",Past,8/20/2024,8/19/2025,8/21/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121126,t0121126,Winter,Chi,winterchi@mail.com,"","","","","",Past,8/21/2024,8/20/2025,8/21/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121167,t0121167,Orchid,Chi,orchidchi@mail.com,"","","","","",Past,8/24/2024,8/23/2025,8/24/2024,8/24/2024,8/24/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068210,t0121167,Cactus,Chi,cactuschi@mail.com,"",9999999999,"","","",Past,8/24/2024,8/23/2025,8/24/2024,8/24/2024,8/24/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121171,t0121171,Changi,Chi,changichi@mail.com,"","","","","",Past,8/24/2024,8/23/2025,8/24/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068211,t0121171,Mandai,Chi,mandaichi@mail.com,"","","","","",Past,8/24/2024,8/23/2025,8/24/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068213,t0121171,Pioneer,Chi,pioneerchi@mail.com,"","","","","",Past,8/24/2024,8/23/2025,8/24/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121173,t0121173,Mandai,Chi,mandaichi@mail.com,"","","","","",Past,8/24/2024,8/23/2025,8/24/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068214,t0121173,Pioneer,Chi,pioneerchi@mail.com,"","","","","",Past,8/24/2024,8/23/2025,8/24/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068215,t0121173,Changi,Chi,changichi@mail.com,"","","","","",Past,8/24/2024,8/23/2025,8/24/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121251,t0121251,Pioneer,Chi,pioneerchi@mail.com,7777777777,2222222222,3333333333,"","",Past,8/24/2024,8/23/2025,8/24/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068216,t0121251,Mandai,Chi,mandaichi@mail.com,"","","","","",Past,8/24/2024,8/23/2025,8/24/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068251,t0121251,Florris,Chi,florrischi@mail.com,2434343434,9999999999,"","","",Past,8/24/2024,8/23/2025,8/24/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121258,t0121258,Glory,Chi,glorychi2@mail.com,"","","","","",Past,8/25/2024,8/24/2025,8/25/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121282,t0121282,Berlyn,Chi,berlynchi@mail.com,"","","","","",Past,8/26/2024,8/25/2025,8/26/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068260,t0121282,Sherlyn,Chi,sherlynchi@mail.com,"","","","","",Past,8/26/2024,8/25/2025,8/26/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121358,t0121358,Fanny,Gim,fannygim@mail.com,8888888888,"","","","",Past,8/27/2024,8/26/2025,8/27/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068277,t0121358,Kimmy,Gim,kimmygim@mail.com,1231231234,9999999999,"","","",Past,8/27/2024,8/26/2025,8/27/2024,8/31/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121432,t0121432,Renny,Gim,rennygim@mail.com,"","","","","",Past,8/27/2024,8/26/2025,8/27/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068309,t0121432,Bunny,Gim,bunnygim@mail.com,8282829382,"","","","",Past,8/27/2024,8/26/2025,8/27/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121437,t0121437,Winya,Gim,winyagim@mail.com,"","","","","",Past,8/27/2024,8/26/2025,8/27/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068313,t0121437,Kenya,Gim,kenyagim@mail.com,7777777777,"","","","",Past,8/27/2024,8/26/2025,8/27/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121439,t0121439,Kenya,Gim,kenyagim@mail.com,"","","","","",Past,8/27/2024,8/26/2025,8/27/2024,8/29/2024,8/28/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068315,t0121439,Winya,Gim,winyagim@mail.com,"","","","","",Past,8/27/2024,8/26/2025,8/27/2024,8/27/2024,8/28/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121555,t0121555,Andie,Gim,andiegim@mail.com,"","","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068357,t0121555,Endie,Gim,endie@mail.com,2434343434,"","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121593,t0121593,Cannie,gim,canniegim@mail.com,"","","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068363,t0121593,Hannie,Gim,hanniegim@mail.com,8299387123,"","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121628,t0121628,Jelly,Gim,jellygim@mail.com,"","","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068384,t0121628,Kelly,Gim,kellygim@mail.com,8282829382,1212121212,3333333333,"","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121634,t0121634,Han,Gim,hangim@mail.com,"","","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068389,t0121634,Ven,Gim,vengim@mail.com,"","","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121637,t0121637,Floris,Gim,florisssgim@mail.com,"","",3333333333,"","",Past,8/30/2024,8/29/2025,8/30/2024,8/30/2024,8/30/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068391,t0121637,Haunnie,Gim,haunniegim@mail.com,"","",0909090909,"","",Past,8/30/2024,8/29/2025,8/30/2024,8/30/2024,8/30/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121649,t0121649,Vannie,Gim,vanniegim@mail.com,"","","","","",Past,8/30/2024,8/29/2025,8/30/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068394,t0121649,Tennie,Gim,tenniegim@mail.com,"","","","","",Past,8/30/2024,8/29/2025,8/30/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121657,t0121657,Jojo,Gim,jojogim@mail.com,"","","","","",Past,8/30/2024,8/29/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068396,t0121657,Kaka,Gim,kakagim@mail.com,1231231234,"","","","",Past,8/30/2024,8/29/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068399,t0121657,Huhu,Gim,huhugim@mail.com,"","",3333333333,"","",Past,8/30/2024,8/29/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121660,t0121660,Kaka,Gim,kakagim@mail.com,"","","","","",Past,8/30/2024,8/29/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068400,t0121660,Huhu,Gim,huhugim@mail.com,"","","","","",Past,8/30/2024,8/29/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068401,t0121660,Jojo,Gim,jojogim@mail.com,"","","","","",Past,8/30/2024,8/29/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121694,t0121694,Sun,Gim,sungim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068421,t0121694,Moon,Gim,moongim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121705,t0121705,Charles,Gim,charlesgim@mail.com,1228739287,"","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068423,t0121705,Keith,Gim,keithgim@mail.com,8282829382,"","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0121829,t0121829,Kaka,Gim,kakagim@mail.com,"","","","","",Past,9/1/2024,8/31/2025,9/1/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0068445,t0121829,Taro,Gim,tarogim@mail.com,1231231234,9999999999,3333333333,"","",Past,9/1/2024,8/31/2025,9/1/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0125469,t0125469,Jessica,Jum,jessicajum@gmail.com,"","","","","",Past,10/16/2024,10/15/2025,10/16/2024,11/20/2024,11/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0069135,t0125469,Lauren,Jum,laurenjum@mail.com,"","","","","",Past,10/16/2024,10/15/2025,10/16/2024,11/1/2024,11/20/2024,""
